茅台,0.9588877218648768
酱香,0.7080523845739999
咖啡,0.48237189691528487
巧克力,0.21404685320266817
贵州,0.1574514536193396
视频,0.15534737057495585
上线,0.1497081788467194
饮品,0.12397164169071466
品牌,0.12368520710705132
冰淇淋,0.12220459890252842
茅台酒,0.09526474966682272
产品,0.093120532504475
侵权行为,0.07341949491642326
知情,0.07254089340288403
热议,0.06556040597907406
白酒,0.06163805766990244
含酒,0.057969201076233906
分支,0.05726516422183917
丁雄军,0.05658898200299024
冰品,0.05658898200299024
单品,0.051068105710015584
人士,0.05103167465807481
消费者,0.048241075240589966
年轻人,0.04764829070455868
咖啡店,0.04658349927850834
工作人员,0.04563859137797841
飞天,0.04419436678184032
矩阵,0.0434180065777019
受众,0.04160005365587947
门店,0.04069644778626335
阵容,0.03822338127439647
新闻,0.03809968996364833
酒精,0.037695846900420826
价位,0.03642462964855972
火锅,0.035958397506124805
销量,0.033852850814585236
售价,0.033647293086878714
跨界,0.03312525775784794
厚奶,0.03243514822122611
价格,0.03228373006043757
董事长,0.03150553372178491
记者,0.03075801820632223
特色,0.030243619617479654
区分,0.030117188322504186
销售额,0.026691488434688566
类型,0.026391595776666856
用户,0.025599021226536973
网友,0.025590738940556485
卖点,0.025476040687907407
朋友圈,0.025284501251601914
酒精度,0.025284501251601914
证券时报,0.0248351369526156
成本,0.02302648020160365
饮用,0.02268039387060786
集团,0.022191904900499913
风味,0.022061573823949663
话题,0.021870976717188132
业务,0.021867750523224615
奢侈品,0.021684658670908623
市场,0.021671318786182534
官方,0.021526235832246148
高端,0.021454509388429258
刷屏,0.01925857320602667
无锡市,0.018990481823890206
商家,0.018363199590832997
小时,0.018243026863508052
驾驶人员,0.01817421190037522
麦穗,0.01812623179732148
原料,0.01803557959319979
茶百道,0.017942847952167638
夹心,0.017417360308520462
锅底,0.016256979991257286
长沙,0.016054309039833747
消息,0.01571057650713964
餐馆,0.015544718404362409
年轻化,0.015507401500983087
韭菜,0.015256156056486173
锡山区,0.015182409805680308
建议,0.015100219682647348
体验,0.015017852704811522
新品,0.014488177658704034
律师,0.014435825523849794
美酒,0.01401463792349766
食品,0.013896807394317381
游戏,0.01369479475139179
流量,0.013679685220416788
过敏者,0.013416657072441263
官宣,0.013112081195814812
媒体,0.011785808194092248
每杯,0.011731862122571147
客服,0.011510713375729379
登顶,0.011058503726375339
破圈,0.011041752585949315
财经,0.010896303147791954
天眼,0.01080501069097154
商标,0.010693730541428158
管理局,0.010621344713336027
影视作品,0.010608081647301277
经典,0.010598119930583618
马提尼,0.010351643049327484
